(1249,0.03341221809387207)
(1249,0.05543255805969238)
(1249,0.03800773620605469)
(1249,0.05364227294921875)
(1249,0.03829169273376465)
(1249,0.061762094497680664)
(1249,0.04052615165710449)
(1249,0.05552983283996582)
(1249,0.038439035415649414)
(1249,0.03612542152404785)
(1249,0.03426504135131836)
(1249,0.03607821464538574)
(1249,0.0373995304107666)
(1249,0.03250527381896973)
(1249,0.033620595932006836)
(1249,0.039153337478637695)
(1249,0.0380396842956543)
(1249,0.03842496871948242)
(1249,0.038021087646484375)
(1249,0.03327631950378418)
(2497,0.06611084938049316)
(2497,0.08066534996032715)
(2497,0.0854029655456543)
(2497,0.08397150039672852)
(2497,0.08205199241638184)
(2497,0.07951045036315918)
(2497,0.08214569091796875)
(2497,0.08131623268127441)
(2497,0.09798336029052734)
(2497,0.05994105339050293)
(2497,0.06709122657775879)
(2497,0.06616687774658203)
(2497,0.06601977348327637)
(2497,0.06877017021179199)
(2497,0.07172918319702148)
(2497,0.06725835800170898)
(2497,0.06753945350646973)
(2497,0.06592035293579102)
(2497,0.0661773681640625)
(2497,0.06655383110046387)
(3745,0.1155693531036377)
(3745,0.12021970748901367)
(3745,0.1272745132446289)
(3745,0.10768342018127441)
(3745,0.13776159286499023)
(3745,0.13723444938659668)
(3745,0.12807321548461914)
(3745,0.13178110122680664)
(3745,0.16740942001342773)
(3745,0.09819459915161133)
(3745,0.09978795051574707)
(3745,0.10535693168640137)
(3745,0.10472869873046875)
(3745,0.10881328582763672)
(3745,0.10655736923217773)
(3745,0.09879183769226074)
(3745,0.1010432243347168)
(3745,0.09503984451293945)
(3745,0.10983920097351074)
(3745,0.10950112342834473)
(4993,0.12624025344848633)
(4993,0.1557297706604004)
(4993,0.18105435371398926)
(4993,0.1786043643951416)
(4993,0.1605832576751709)
(4993,0.16479039192199707)
(4993,0.1830308437347412)
(4993,0.18008089065551758)
(4993,0.16319561004638672)
(4993,0.14937806129455566)
(4993,0.15441107749938965)
(4993,0.1451854705810547)
(4993,0.14052248001098633)
(4993,0.14705204963684082)
(4993,0.12593650817871094)
(4993,0.14695405960083008)
(4993,0.14451885223388672)
(4993,0.14700055122375488)
(4993,0.1587667465209961)
(4993,0.12544775009155273)
(6257,0.17372679710388184)
(6257,0.221909761428833)
(6257,0.18033456802368164)
(6257,0.2056267261505127)
(6257,0.20038509368896484)
(6257,0.21708345413208008)
(6257,0.20146751403808594)
(6257,0.1866319179534912)
(6257,0.1948859691619873)
(6257,0.17173314094543457)
(6257,0.16895365715026855)
(6257,0.17331385612487793)
(6257,0.17701959609985352)
(6257,0.1712336540222168)
(6257,0.17209219932556152)
(6257,0.17793560028076172)
(6257,0.18026185035705566)
(6257,0.18295621871948242)
(6257,0.17970013618469238)
(6257,0.17050480842590332)
(7505,0.20904326438903809)
(7505,0.24141526222229004)
(7505,0.22407865524291992)
(7505,0.24161815643310547)
(7505,0.22191786766052246)
(7505,0.24383163452148438)
(7505,0.20212888717651367)
(7505,0.2772648334503174)
(7505,0.22803187370300293)
(7505,0.20849037170410156)
(7505,0.20365548133850098)
(7505,0.2213749885559082)
(7505,0.21080541610717773)
(7505,0.21248173713684082)
(7505,0.2080996036529541)
(7505,0.210831880569458)
(7505,0.23729658126831055)
(7505,0.21534395217895508)
(7505,0.23633289337158203)
(7505,0.21661758422851562)
(8753,0.3161427974700928)
(8753,0.31810593605041504)
(8753,0.3042287826538086)
(8753,0.2985098361968994)
(8753,0.30603885650634766)
(8753,0.34369993209838867)
(8753,0.30657100677490234)
(8753,0.38564181327819824)
(8753,0.31297779083251953)
(8753,0.23782992362976074)
(8753,0.23212981224060059)
(8753,0.24158096313476562)
(8753,0.2636430263519287)
(8753,0.23929262161254883)
(8753,0.24211883544921875)
(8753,0.23746228218078613)
(8753,0.23534774780273438)
(8753,0.2414562702178955)
(8753,0.2356581687927246)
(8753,0.23912882804870605)
(10001,0.36381959915161133)
(10001,0.3468625545501709)
(10001,0.349881649017334)
(10001,0.3460357189178467)
(10001,0.4212198257446289)
(10001,0.35770630836486816)
(10001,0.3166167736053467)
(10001,0.3289816379547119)
(10001,0.41817188262939453)
(10001,0.28424072265625)
(10001,0.3100135326385498)
(10001,0.28614211082458496)
(10001,0.28137636184692383)
(10001,0.2808187007904053)
(10001,0.2779397964477539)
(10001,0.2752206325531006)
(10001,0.313281774520874)
(10001,0.2836601734161377)
(10001,0.28281426429748535)
(10001,0.2796742916107178)
(11249,0.34801697731018066)
(11249,0.35364389419555664)
(11249,0.34380483627319336)
(11249,0.39433979988098145)
(11249,0.3363680839538574)
(11249,0.3477795124053955)
(11249,0.3621065616607666)
(11249,0.3601515293121338)
(11249,0.3201773166656494)
(11249,0.3063504695892334)
(11249,0.31396937370300293)
(11249,0.30232667922973633)
(11249,0.33368754386901855)
(11249,0.3119935989379883)
(11249,0.34798455238342285)
(11249,0.33678674697875977)
(11249,0.33357834815979004)
(11249,0.30501675605773926)
(11249,0.3341646194458008)
(11249,0.3337850570678711)
(12497,0.3729231357574463)
(12497,0.3777294158935547)
(12497,0.427074670791626)
(12497,0.40885376930236816)
(12497,0.42874979972839355)
(12497,0.385162353515625)
(12497,0.41673970222473145)
(12497,0.41350626945495605)
(12497,0.4117152690887451)
(12497,0.3843510150909424)
(12497,0.3482472896575928)
(12497,0.3332698345184326)
(12497,0.3912498950958252)
(12497,0.35584378242492676)
(12497,0.3609027862548828)
(12497,0.3921773433685303)
(12497,0.39023923873901367)
(12497,0.38407373428344727)
(12497,0.38738441467285156)
(12497,0.35219645500183105)
(13745,0.43082380294799805)
(13745,0.4711639881134033)
(13745,0.3997342586517334)
(13745,0.45221471786499023)
(13745,0.4420950412750244)
(13745,0.4122591018676758)
(13745,0.40460205078125)
(13745,0.4397094249725342)
(13745,0.4589872360229492)
(13745,0.4263474941253662)
(13745,0.421062707901001)
(13745,0.3838024139404297)
(13745,0.42421746253967285)
(13745,0.4163203239440918)
(13745,0.41950488090515137)
(13745,0.4056816101074219)
(13745,0.4251713752746582)
(13745,0.4182722568511963)
(13745,0.4116663932800293)
(13745,0.4114105701446533)
(14993,0.4662649631500244)
(14993,0.5037965774536133)
(14993,0.4684758186340332)
(14993,0.5834751129150391)
(14993,0.4838283061981201)
(14993,0.47388243675231934)
(14993,0.44492602348327637)
(14993,0.4703495502471924)
(14993,0.48790764808654785)
(14993,0.4915003776550293)
(14993,0.43853020668029785)
(14993,0.4994184970855713)
(14993,0.460294246673584)
(14993,0.4620084762573242)
(14993,0.4692070484161377)
(14993,0.45500802993774414)
(14993,0.4227912425994873)
(14993,0.4725651741027832)
(14993,0.4282996654510498)
(14993,0.4653434753417969)
(16257,0.5014688968658447)
(16257,0.5287113189697266)
(16257,0.530825138092041)
(16257,0.5207931995391846)
(16257,0.5242757797241211)
(16257,0.5298752784729004)
(16257,0.5138113498687744)
(16257,0.5322854518890381)
(16257,0.522892951965332)
(16257,0.5023219585418701)
(16257,0.4939398765563965)
(16257,0.4887120723724365)
(16257,0.49131155014038086)
(16257,0.4940223693847656)
(16257,0.500697135925293)
(16257,0.5039737224578857)
(16257,0.5010490417480469)
(16257,0.4959409236907959)
(16257,0.48799824714660645)
(16257,0.4370698928833008)
(17505,0.5361416339874268)
(17505,0.5625534057617188)
(17505,0.5716207027435303)
(17505,0.5741908550262451)
(17505,0.5977504253387451)
(17505,0.5610036849975586)
(17505,0.5683224201202393)
(17505,0.5454549789428711)
(17505,0.6009025573730469)
(17505,0.5344634056091309)
(17505,0.4781789779663086)
(17505,0.5357165336608887)
(17505,0.5279638767242432)
(17505,0.5180454254150391)
(17505,0.5329413414001465)
(17505,0.5402965545654297)
(17505,0.5412764549255371)
(17505,0.5162880420684814)
(17505,0.5188069343566895)
(17505,0.5257425308227539)
(18753,0.5683908462524414)
(18753,0.615332841873169)
(18753,0.576021671295166)
(18753,0.6106634140014648)
(18753,0.6015715599060059)
(18753,0.6240479946136475)
(18753,0.605933427810669)
(18753,0.5358715057373047)
(18753,0.5963068008422852)
(18753,0.6193821430206299)
(18753,0.5420429706573486)
(18753,0.5801804065704346)
(18753,0.5776379108428955)
(18753,0.59828782081604)
(18753,0.5797750949859619)
(18753,0.5689680576324463)
(18753,0.5515162944793701)
(18753,0.5779759883880615)
(18753,0.5855457782745361)
(18753,0.503753662109375)
(20001,0.5892601013183594)
(20001,0.5998430252075195)
(20001,0.6450045108795166)
(20001,0.65720534324646)
(20001,0.6408312320709229)
(20001,0.6357357501983643)
(20001,0.686316967010498)
(20001,0.6448111534118652)
(20001,0.642810583114624)
(20001,0.609783411026001)
(20001,0.6023075580596924)
(20001,0.6212012767791748)
(20001,0.6087825298309326)
(20001,0.5966637134552002)
(20001,0.6090357303619385)
(20001,0.6171135902404785)
(20001,0.6149382591247559)
(20001,0.622760534286499)
(20001,0.6613354682922363)
(20001,0.6179540157318115)
(21249,0.6570568084716797)
(21249,0.6911740303039551)
(21249,0.6600754261016846)
(21249,0.6748952865600586)
(21249,0.7168564796447754)
(21249,0.6774909496307373)
(21249,0.6891155242919922)
(21249,0.6596720218658447)
(21249,0.7022855281829834)
(21249,0.6316494941711426)
(21249,0.6500844955444336)
(21249,0.6299920082092285)
(21249,0.6595902442932129)
(21249,0.64992356300354)
(21249,0.6568458080291748)
(21249,0.6320095062255859)
(21249,0.649207353591919)
(21249,0.6475434303283691)
(21249,0.721560001373291)
(21249,0.6204612255096436)
(22497,0.6696438789367676)
(22497,0.7134368419647217)
(22497,0.7228443622589111)
(22497,0.72145676612854)
(22497,0.7080907821655273)
(22497,0.7347235679626465)
(22497,0.7123897075653076)
(22497,0.7167098522186279)
(22497,0.724240779876709)
(22497,0.5974476337432861)
(22497,0.6732845306396484)
(22497,0.6963925361633301)
(22497,0.6908719539642334)
(22497,0.6897661685943604)
(22497,0.6711535453796387)
(22497,0.6999161243438721)
(22497,0.6721174716949463)
(22497,0.6793112754821777)
(22497,0.6671180725097656)
(22497,0.6993880271911621)
(23745,0.7052555084228516)
(23745,0.8313789367675781)
(23745,0.7533447742462158)
(23745,0.7508392333984375)
(23745,0.8221032619476318)
(23745,0.8129727840423584)
(23745,0.7426679134368896)
(23745,0.7616269588470459)
